congress,rollnumber,chamber,bill_no,type,reverse_vote,aid_type,bill_name,link_1,link_2,Column,Column2,Column3
88,228,Senate,HR9499,econ,N,,HR. 9499. PASSAGE.,https://voteview.com/rollcall/RS0880228,,,,
88,231,Senate,S2214,gov,Y,,S. 2214. AUTHORIZE $312 MILLION AS U.S. CONTRIBUTION TO INCREASE IN FINANCIAL RESOURCES OF THE INTERNATIONAL DEVELOPMENT ASSN. MORSE MOTION TO RECOMMIT.,https://voteview.com/rollcall/RS0880231,,,,
88,232,Senate,S2214,gov,N,,S. 2214. PASSAGE.,https://voteview.com/rollcall/RS0880232,,,,
88,269,Senate,HR9637,mil,Y,,"HR. 9637. AUTHORIZE $17,040,000 FOR PROCUREMENT OF AIRCRAFT MISSILES & SHIPS FOR THE MILITARY SERVICES. MCGOVERN AMEND. TO DELETE $52 MILLION AUTHORIZED FOR DEVELOPMENT OF AN ADVANCED BOMER TO REPLACE CURRENT BOMERS IN THE 1970'S.",https://voteview.com/rollcall/RS0880269,,,,
88,270,Senate,HR9637,mil,N,,HR. 9637. PASSAGE,https://voteview.com/rollcall/RS0880270,,,,
88,284,Senate,HR6196,econ,Y,,HR. 6196. TOWER AMEND. TO PROHIBIT THE EXPORT-IMPORT BANK OR ANY OTHER U.S. AGENCY FROM EXTENDING OR GUARANTEEING CREDIT TO ANY COMMUNIST NATION FOR THE PURCHASE OF U.S. AGRICULTURAL COMMODITIES; AND TO REQUIRE THAT AT LEAST 50% OF ANY U.S. AGRICULTURAL COMMODITY SOLD TO A COMMUNIST NATION BE CARRIED IN U.S. FLAG SHIPS.,https://voteview.com/rollcall/RS0880284,,,,
88,423,Senate,HR10300,mil,N,,"HR. 10300. AUTHORIZE $1,521,832,000 FOR CONSTRUCTION AT MILITARY INSTALLATIONS IN THE U.S. AND ABROAD, FOR CONSTRUCTION, MAINTENANCE & DEBT PAYMENT OF MILITARY FAMILY HOUSING, & TO INCREASE AUTHORIZATIONS MAD IN PREVIOUS YEARS. PASSAGE.",https://voteview.com/rollcall/RS0880423,,,,
88,465,Senate,HR10939,mil,Y,,"HR. 10939. APPROPRIATE $468774,401,000 FOR THE DEFENSE DEPT. MCGOVERN AMEND. TO REDUCE ALL APPROPRIATIONS BY 4%.",https://voteview.com/rollcall/RS0880465,,,,
88,466,Senate,HR10939,mil,Y,,HR. 10939. NELSON AMEND. TO REDUCE EACH APPROPRIATION BY 2%.,https://voteview.com/rollcall/RS0880466,,,,
88,468,Senate,HR10939,mil,Y,,HR. 10939. PASSAGE.,https://voteview.com/rollcall/RS0880468,,,,
88,481,Senate,HJRE1145,gov,N,,H.J.RES. 1145. SUPPORT PRESIDENT'S ACTIONS IN ORDERING RETALIATION AGAINST ATTACKS ON U.S. FORCES BY NORTH VIET NAM & PLEDGE U.S. DETERMINATION TO ASSIST ANY ANY MEMBER OR PROTOCOL STATE OF THE SEATO TREATY WHICH REQUESTS AID IN DEFENSE OF ITS FREEDOM.,https://voteview.com/rollcall/RS0880481,,,,
88,484,Senate,HR11369,mil,N,,"HR. 11369. APPROPRIATE $1,582,969,000 FOR CONSTRUCTION OF MILITARY FACILITIES & FAMILY HOUSING IN FISCAL 1965. PASSAGE.",https://voteview.com/rollcall/RS0880484,,,,
88,487,Senate,HR11380,econ,Y,,"HR. 11380. MORSE AMEND. TO REQUIRE THAT 25% OF FUNDS FOR DEVELOPMENT LOANS & 10* OF FUNDS FOR LOANS UNDER THE ALLIANCE FOR PROGRESS BE USED FOR SPECIFIC DEVELOPMENT PROJECTS, RATHER THAN GENERAL ""NONPROJECT"" ASSISTANCE.",https://voteview.com/rollcall/RS0880487,,,,
88,488,Senate,HR11380,econ,N,,HR. 11380. HUMPHREY MOTION TO TABLE MOTION TO RECONSIDER VOTE ON MORSE AMEND. (ABOVE).,https://voteview.com/rollcall/RS0880488,,,,
88,490,Senate,HR11380,econ,Y,,HR. 11380. MILLER AMEND. TO PROVIDE THAT NO FUNDS BE FURNISHED TO ANY COURTRY WHICH IS MORE THAN ONE YEAR IN ARREARS IN ITS PAYMENT OF UN DUES.,https://voteview.com/rollcall/RS0880490,,,,
88,491,Senate,HR11380,econ,Y,,"HR. 11380. MORSE AMEND. TO REQUIRE THAT NO MORE THAN 50 COUNTRIES BE AIDED AFTER JUNE 30, 1966, & THAT NEW TIGHT REQUIREMENTS BE WRITTEN INTO AID LAWS.",https://voteview.com/rollcall/RS0880491,,,,
88,492,Senate,HR11380,econ,Y,,"HR. 11380. MORSE AMEND. TO PROHIBIT AID TO ANY COUNTRY WHOSE GOV'T HAS COME TO POWER THROUGH A FORCIBLE OVERTHROW OF A GOV'T. WHICH HAD BEEN CHOSEN IN DEMOCRATIC ELECTIONS, UNLESS THE PRES. INSISTS THAT THE GRANTING OF AID IS IN THE NATIONAL INTEREST, & THE TWO HOUSES OF CONGRESS ADOPT A RESOLUTION APPROVING THE AID.",https://voteview.com/rollcall/RS0880492,,,,
88,494,Senate,HR11380,econ,Y,,HR. 11380. MORSE AMEND. TO LIMIT THE AUTHORIZATION FOR FISCAL 1965 TO $3 BILLION.,https://voteview.com/rollcall/RS0880494,,,,
88,495,Senate,HR11380,econ,Y,,"HR. 11380. MORSE AMEND. TO LIMIT THE AUTHORIZATION FOR FISCAL 1965 TO $3,250,000,0009",https://voteview.com/rollcall/RS0880495,,,,
88,502,Senate,HR11380,econ,Y,,HR. 11380. TOWER AMEND. TO REQUIRE THE CUT-OFF OF AID TO INDONESIA & THE CESSATION OF U.S. MILITARY TRAINING OF INDONESIAN NATIONALS.,https://voteview.com/rollcall/RS0880502,,,,
88,527,Senate,HR11380,econ,N,,HR. 11380. PASSAGE.,https://voteview.com/rollcall/RS0880527,,,,
89,9,House,HR2998,econ,N,,"TO PASS H.R. 2998, A BILL TO AMEND THE ARMS CONTROL AND DISARMAMENT ACT.",https://voteview.com/rollcall/RH0890009,,,,
89,10,House,HR45,gov,Y,,"TO PASS H.R. 45, A BILL TO AMEND THE INTER-AMERICAN DEVELOPMENT BANK ACT.",https://voteview.com/rollcall/RH0890010,,,,
89,36,House,HR2998,gov,N,,"TO AGREE TO CONFERENCE REPORT ON H.R. 2998, THE ARMS CONTROL AND DISARMAMENT ACT.",https://voteview.com/rollcall/RH0890036,,,,
89,39,House,HR6497,gov,Y,,"TO RECOMMIT H.R. 6497, A BILL TO AUTHORIZE AN INCREASE IN THE INTERNATIONAL MONETARY FUND QUOTA OF THE UNITED STATES.",https://voteview.com/rollcall/RH0890039,,,,
89,47,House,HJR447,mil,N,,"TO PASS H.J. RES. 447, A RESOLUTION MAKING SUPPLEMENTAL APPROPRIATIONS FOR FISCAL 1965 FOR THE DEPARTMENT OF DEFENSE.",https://voteview.com/rollcall/RH0890047,,,,
89,48,House,HR7657,mil,N,,"TO PASS H.R. 7657, A BILL FOR APPROPRIATIONS DURING FISCAL YEAR 1966 FOR PROCUREMENT OF AIRCRAFT, MISSILES, ETC., FOR THE ARMED FORCES.",https://voteview.com/rollcall/RH0890048,,,,
89,76,House,HR9221,mil,N,,"TO PASS H.R. 9221, DEFENSE DEPARTMENT APPROPRIATIONS.",https://voteview.com/rollcall/RH0890076,,,,
89,93,House,HR9075,mil,N,,"TO PASS H.R. 9075, A BILL FOR MILITARY PAY INCREASE.",https://voteview.com/rollcall/RH0890093,,,,
89,110,House,S1742,gov,N,,"TO PASS S. 1742, A BILL TO PERMIT U.S. GOVERNORS OF THE INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT AND THE INTERNATIONAL FINANCE CORPORATION TO AGREE TO AMENDMENTS TO THE ARTICLES OF GREEMENT OF SUCH BANK AND CORPORATION.",https://voteview.com/rollcall/RH0890110,,,,
89,133,House,HR10775,mil,N,,"TO SUSPEND THE RULES AND PASS H.R. 10775, FISCAL 1966 MILITARY CONSTRUCTION AUTHORIZATION.",https://voteview.com/rollcall/RH0890133,,,,
89,136,House,HR10871,econ,N,,"TO PASS H.R. 10871, BILL FOR FOREIGN AID AUTHORIZATION.",https://voteview.com/rollcall/RH0890136,,,,
89,208,House,HR12563,econ,N,,"TO SUSPEND THE RULES AND PASS H.R. 12563, THE ASIAN DEVELOPMENT BANK ACT.",https://voteview.com/rollcall/RH0890208,,,,
89,265,House,HR14643,econ,N,,"TO SUSPEND THE RULES AND PASS H.R. 14643, THE INTERNATIONAL EDUCATION ACT OF 1966.",https://voteview.com/rollcall/RH0890265,,,,
89,275,House,S2950,mil,N,,"TO PASS S. 2950, THE ARMED FORCES PROCUREMENT AUTHORIZATION OF 1967.",https://voteview.com/rollcall/RH0890275,,,,
89,343,House,HR17788,econ,N,,"TO PASS H.R. 17788, THE 1967 FOREIGN ASSISTANCE AND RELATED AGENCIES APPROPRIATIONS BILL.",https://voteview.com/rollcall/RH0890343,,,,
89,382,House,SJR167,econ,N,,"TO PASS S. J. RES. 167, A BILL AUTHORIZING HOLDING AN INTERNATIONAL CONFERENCE ON WATER FOR PEACE IN THE UNITED STATES IN 1967.",https://voteview.com/rollcall/RH0890382,,,,
89,10,Senate,S701,gov,N,,"TO PASS S. 701, THE INTERNATIONAL COFFEE AGREEMENT ACT OF 1965",https://voteview.com/rollcall/RS0890010,,,,
89,19,Senate,HR45,gov,Y,,"TO AMEND H.R. 45, A BILL TO INCREASE FUNDS FOR INTER-AMERICAN DEVELOPMENT BANK, BY PREVENTING THE BANK FROM FLOATING NEW SECURITY ISSUES IN THE UNITED STATES DURING THE PERIOD OF THE NEW AUTHORIZATION AND APPROPRIATION.",https://voteview.com/rollcall/RS0890019,,,,
89,20,Senate,HR45,gov,Y,,"TO AMEND H.R. 45, A BILL TO INCREASE FUNDS FOR INTER-AMERICAN DEVELOPMENT BANK, BY REQUIRING ANY CONTRIBUTION OF THE UNITED STATES TO BE CONDITIONED ON REPAYMENT OF AT LEAST 50 PERCENT IN DOLLARS IN AGGREGATE OF LOANS MADE FROM SUCH CONTRIBUTIONS.",https://voteview.com/rollcall/RS0890020,,,,
89,23,Senate,HR45,gov,Y,,"TO AMEND H.R. 45, A BILL TO INCREASE FUNDS FOR INTER-AMERICAN DEVELOPMENT BANK, BY LIMITING THE INCREASED U.S. CONTRIBUTION TO $400 MILLION.",https://voteview.com/rollcall/RS0890023,,,,
89,24,Senate,HR45,gov,Y,,"TO AMEND H.R. 45, A BILL TO INCREASE FUNDS FOR INTER-AMERICAN DEVELOPMENT BANK, BY REQUIRING ANY CONTRIBUTION OF THE UNITED STATES TO BE CONDITIONED ON REPAYMENT OF AT LEAST 33.33 PERCENT IN DOLLARS ON THE AGGREGATE OF LOANS MADE FROM SUCH CONTRIBUTIONS.",https://voteview.com/rollcall/RS0890024,,,,
89,25,Senate,HR45,gov,N,,"TO PASS H.R. 45, A BILL TO INCREASE FUNDS FOR INTERAMERICAN DEVELOPMENT BANK.",https://voteview.com/rollcall/RS0890025,,,,
89,29,Senate,HR2998,gov,N,,"TO PASS H.R. 2998, A BILL AMENDING THE ARMS CONTROL AND DISARMAMENT ACT.",https://voteview.com/rollcall/RS0890029,,,,
89,36,Senate,S800,mil,N,,"TO PASS S. 800, THE 1966 MILITARY PROCUREMENT AUTHORIZATION.",https://voteview.com/rollcall/RS0890036,,,,
89,58,Senate,S1564,gov,N,,"TO AGREE TO S. CON. RES. 17, A CONDEMNATION OF SOVIET PERSECUTION OF THE JEWS.",https://voteview.com/rollcall/RS0890058,,,,
89,85,Senate,Treaty,treaty,N,,"TO AGREE TO THE RESOLUTION OF RATIFICATION OF THE UNITED NATIONS CHARTER AMENDMENTS (EXEC. A. 89TH CONGRESS., 1ST SESSION).",https://voteview.com/rollcall/RS0890085,,,,
89,86,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT OF 1965, BY PROVIDING $89 MILLION AUTHORIZATION FOR ECONOMIC ASSISTANCE TO SOUTHEAST ASIA BY TRANSFER FROM OTHER AUTHORIZATIONS IN THE BILL.",https://voteview.com/rollcall/RS0890086,,,,
89,87,Senate,S1837,econ,N,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT OF 1965, BY AUTHORIZING $89 MILLION FOR EXPANDED ECONOMIC ASSISTANCE TO SOUTHEAST ASIA.",https://voteview.com/rollcall/RS0890087,,,,
89,88,Senate,S1837,gov,N,,"TO AGREE TO THE MODIFIED FULBRIGHT AMENDMENT TO S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, TO AUTHORIZE $25 MILLION FOR ASSISTANCE ON A COST-SHARING BASIS TO AN INTER-AMERICAN MILITARY FORCE UNDER THE ORGANIZATION OF AMERICAN STATES.",https://voteview.com/rollcall/RS0890088,,,,
89,90,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY BARRING ASSISTANCE TO ANY COUNTRY THAT WAS MORE THAN 1 YEAR IN ARREARS IN PAYMENT OF ITS UNITED NATIONS ASSESSMENTS.",https://voteview.com/rollcall/RS0890090,,,,
89,91,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY REDUCING FROM 2 YEARS TO 1 YEAR THE AUTHORIZATIONS IN THE BILL.",https://voteview.com/rollcall/RS0890091,,,,
89,92,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY STRIKING LANGUAGE AUTHORIZING INCREASED ASSISTANCE ON A MULTILATERAL BASIS THROUGH USE OF INTERNATIONAL LENDING ORGANIZATIONS.",https://voteview.com/rollcall/RS0890092,,,,
89,93,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY REDUCING THE MILITARY ASSISTANCE ANNUAL AUTHORIZATION FROM $1.17 TO $1 BILLION.",https://voteview.com/rollcall/RS0890093,,,,
89,95,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY REDUCING THE INCREASED AUTHORIZATION OF ASSISTANCE ON A MULTILATERAL BASIS THROUGH USE OF INTERNATIONAL LENDING ORGANIZATIONS.",https://voteview.com/rollcall/RS0890095,,,,
89,97,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY STRIKING A PROPOSED $115 MILLION INCREASE OVER THE PRESENT $1.55 BILLION ANNUAL LEVEL OF MILITARY ASSISTANCE.",https://voteview.com/rollcall/RS0890097,,,,
89,98,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY LIMITING AGGREGATE ANNUAL AUTHORIZATIONS TO $3 BILLION, THEREBY CUTTING $443 MILLION ANNUALLY FROM THE BILL.",https://voteview.com/rollcall/RS0890098,,,,
89,99,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY LIMITING AGGREGATE ANNUAL AUTHORIZATIONS TO $3.243 MILLION THEREBY CUTTING $200 MILLION FROM THE BILL.",https://voteview.com/rollcall/RS0890099,,,,
89,102,Senate,S1837,econ,Y,,"TO AGREE TO MODIFIED MORSE AMENDMENTS EN BLOC TO S. 1837, THE 1965 FOREIGN ASSISTANCE ACT. THESE LIMIT THE ASSISTANCE TO PAKISTAN AND INDIA IN FY 1966 TO 75% OF THE SUM SUBMITTED IN THE BRIEFING PRESENTATION FOR EACH COUNTRY.",https://voteview.com/rollcall/RS0890102,,,,
89,103,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY LIMITING ASSISTANCE TO PAKISTAN AND INDIA IN FY 1966 TO 90% OF THE SUM SUBMITTED IN THE BRIEFING PRESENTATION FOR EACH COUNTRY.",https://voteview.com/rollcall/RS0890103,,,,
89,104,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY LIMITING ASSISTANCE TO GREECE AND TURKEY IN FY 1966 TO 75% OF THE SUM SUBMITTED IN THE BRIEFING PRESENTATION FOR EACH COUNTRY.",https://voteview.com/rollcall/RS0890104,,,,
89,105,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY LIMITING ASSISTANCE TO GREECE AND TURKEY IN FY 1966 TO 90% OF THE SUM SUBMITTED IN THE BRIEFING PRESENTATION FOR EACH COUNTRY.",https://voteview.com/rollcall/RS0890105,,,,
89,106,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY REDUCING FROM $600 TO $500 MILLION THE AUTHORIZATION FOR THE ALLIANCE FOR PROGRESS FOR EACH OF THE FISCAL YEARS 1966 AND 1967.",https://voteview.com/rollcall/RS0890106,,,,
89,107,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY REDUCING MILITARY AID TO LATIN AMERICA FROM $55 MILLION TO $40 MILLION.",https://voteview.com/rollcall/RS0890107,,,,
89,108,Senate,S1837,econ,Y,,"TO AMEND S. 1837, THE 1965 FOREIGN ASSISTANCE ACT, BY LIMITING ASSISTANCE TO IRAN, ETHIOPIA, AND JORDAN IN FY 1966 TO 90% OF THE SUMS SUBMITTED IN THE BRIEFING PRESENTATION FOR EACH COUNTRY.",https://voteview.com/rollcall/RS0890108,,,,
89,109,Senate,S1837,econ,N,,"TO PASS H.R. 7750, THE FOREIGN ASSISTANCE ACT OF 1965.",https://voteview.com/rollcall/RS0890109,,,,
89,110,Senate,S1837,gov,N,,"TO AGREE TO THE RESOLUTION OF THE RATIFICATION OF THE PROTOCOL FOR THE EXTENSION OF THE INTERNATIONAL WHEAT AGREEMENT, 1962 (EXEC. B, 89TH CONGRESS, 1ST SESSION). V121",https://voteview.com/rollcall/RS0890110,,,,
89,133,Senate,HR8439,mil,N,,"TO PASS H.R. 8439, THE 1966 MILITARY CONSTRUCTION AUTHORIZATION.",https://voteview.com/rollcall/RS0890133,,,,
89,180,Senate,HR9070,mil,N,,"TO AMEND H.R. 9070, A BILL ON THE INCREASE IN BASIC PAY FOR UNIFORMED SERVICES, BY INCREASING PAY OF ENLISTED MEN WITH UNDER 2 YEARS OF SERVICE BY AN AVERAGE OF 32.4 PERCENT OVER EXISTING RATES (INSTEAD OF 17.3 PERCENT AS IN THE BILL).",https://voteview.com/rollcall/RS0890180,,,,
89,181,Senate,HR9070,mil,N,,"TO PASS H.R. 9070, A BILL ON THE INCREASE IN BASIC PAY FOR UNIFORMED SERVIC",https://voteview.com/rollcall/RS0890181,,,,
89,201,Senate,HR7750,econ,N,,"TO AGREE TO CONFERENCE REPORT ON H.R. 7750, THE FOREIGN ASSISTANCE ACT OF 1965.",https://voteview.com/rollcall/RS0890201,,,,
89,204,Senate,HR9221,mil,N,,"TO PASS H.R. 9221, A BILL FOR DEFENSE APPROPRIATIONS, FISCAL YEAR 1966.",https://voteview.com/rollcall/RS0890204,,,,
89,233,Senate,HR10871,econ,Y,,"TO AMEND H.R. 10871, A BILL FOR FOREIGN AID APPROPRIATIONS, FISCAL YEAR 1966, BY REDUCING FUNDS FOR ECONOMIC ASSISTANCE BY AN AGGREGATE OF $50 MILLION.",https://voteview.com/rollcall/RS0890233,,,,
89,234,Senate,HR10871,econ,Y,,"TO AMEND H.R. 10871, THE 1966 FOREIGN AID APPROPRIATIONS, BY REDUCING FUNDS FOR MILITARY ASSISTANCE TO LATIN AMERICAN COUNTRIES BY $25 MILLION.",https://voteview.com/rollcall/RS0890234,,,,
89,235,Senate,HR10871,econ,Y,,"TO AMEND H.R. 10871, THE 1966 FOREIGN AID APPROPRIATIONS BY REDUCING FUNDS FOR MILITARY ASSISTANCE TO INDIA, PAKISTAN, GREECE, AND TURKEY BY 50% FROM AMOUNTS THOSE COUNTRIES RECEIVED IN THE LAST FISCAL YEAR, AND TO REDUCE THE TOTAL APPROPRIATION FOR MILITARY ASSISTANCE BY $170 MILLION.",https://voteview.com/rollcall/RS0890235,,,,
89,236,Senate,HR10871,econ,Y,,"TO AMEND H.R. 10871, THE 1966 FOREIGN AID APPROPRIATIONS, BY REDUCING FUNDS FOR MILITARY ASSISTANCE BY 25% ($292 MILLION).",https://voteview.com/rollcall/RS0890236,,,,
89,237,Senate,HR10871,econ,Y,,"TO AMEND H.R. 10871, THE 1966 FOREIGN AID APPROPRIATIONS, BY REDUCING FUNDS FOR MILITARY ASSISTANCE BY $100 MILLION.",https://voteview.com/rollcall/RS0890237,,,,
89,238,Senate,HR10871,econ,Y,,"TO AMEND H.R. 10871, THE 1966 FOREIGN AID APPROPRIATIONS, BY REDUCING DEVELOPMENT LOAN FUNDS BY $50 MILLION.",https://voteview.com/rollcall/RS0890238,,,,
89,239,Senate,HR10871,econ,Y,,"TO AMEND H.R. 10871, THE 1966 FOREIGN AID APPROPRIATIONS, BY REDUCING THE CONTINGENCY FUND FROM $50 TO $20 MILLION.",https://voteview.com/rollcall/RS0890239,,,,
89,240,Senate,HR10871,econ,N,,"TO PASS H.R. 10871, A BILL FOR FOREIGN AID APPROPRIATIONS, FISCAL YEAR 1966.",https://voteview.com/rollcall/RS0890240,,,,
89,261,Senate,HR30,gov,Y,,"TO RECOMMIT H.R. 30, A BILL TO AUTHORIZE UNITED STATES PARTICIPATION IN THE INTER-AMERICAN CULTURAL AND TRADE CENTER.",https://voteview.com/rollcall/RS0890261,,,,
89,262,Senate,HR30,gov,N,,"TO PASS H.R. 30, A BILL TO AUTHORIZE UNITED STATES PARTICIPATION IN THE INTER-AMERICAN CULTURAL AND TRADE CENTER.",https://voteview.com/rollcall/RS0890262,,,,
89,272,Senate,S2791,mil,N,,"TO PASS S. 2791, A BILL FOR SUPPLEMENTAL MILITARY AUTHORIZATIONS IN FISCAL 1966.",https://voteview.com/rollcall/RS0890272,,,,
89,281,Senate,HR12169,econ,N,,"TO PASS H.R. 12169, A BILL AMENDING THE FOREIGN ASSISTANCE ACT.",https://voteview.com/rollcall/RS0890281,,,,
89,286,Senate,HR13546,mil,N,,"TO PASS H.R. 13546, A SUPPLEMENTAL DEFENSE APPROPRIATION FOR FISCAL 1966.",https://voteview.com/rollcall/RS0890286,,,,
89,300,Senate,SRES179,gov,N,,"TO AGREE TO S. RES. 179, A RESOLUTION ON THE NONPROLIFERATION OF NUCLEAR WEAPON",https://voteview.com/rollcall/RS0890300,,,,
89,349,Senate,S2950,mil,N,,"TO AGREE TO CONFERENCE REPORT ON S. 2950, A MILITARY PROCUREMENT AUTHORIZATION FOR FISCAL 1967 AND MILITARY PAY RAISES.",https://voteview.com/rollcall/RS0890349,,,,
89,354,Senate,Treaty,treaty,N,,"TO AGREE TO RESOLUTION OF RATIFICATION OF THE PROTOCOL FOR FURTHER EXTENSION OF THE INTERNATIONAL WHEAT AGREEMENT OF 1962 (EXEC. F, 89TH CONGRESS, 2D SESSION).",https://voteview.com/rollcall/RS0890354,,,,
89,359,Senate,S3584,econ,N,,"TO AMEND S. 3584, THE FOREIGN ASSISTANCE ACT, BY INCREASING FROM 1 TO 2 YEARS THE AUTHORIZATION IN THE BILL FOR ASSISTANCE PROGRAMS.",https://voteview.com/rollcall/RS0890359,,,,
89,361,Senate,S3584,econ,Y,,"TO AMEND S. 3584, THE FOREIGN ASSISTANCE ACT, BY INCREASING FROM 1 TO 2 PERCENT THE INTEREST RATE DURING THE INITIAL 10-YEAR GRACE PERIOD ON DEVELOPMENT LOANS.",https://voteview.com/rollcall/RS0890361,,,,
89,363,Senate,S3584,econ,Y,,"TO AMEND S. 3584, THE FOREIGN ASSISTANCE ACT, BY MODIFYING LANGUAGE OF JAVITS AMENDMENT BARRING AID IN CERTAIN CIRCUMSTANCES TO MEMBER GOVERNMENTS OF THE ORGANIZATION OF AMERICAN STATES.",https://voteview.com/rollcall/RS0890363,,,,
89,364,Senate,S3584,econ,Y,,"TO AMEND S. 3584, THE FOREIGN ASSISTANCE ACT, BY REDUCING SUPPORTING ASSISTANCE FUNDS BY $42 MILLION.",https://voteview.com/rollcall/RS0890364,,,,
89,366,Senate,S3584,econ,N,,"TO AMEND S. 3584, THE FOREIGN ASSISTANCE ACT, BY INCREASING FROM 1 TO 2 YEARS THE AUTHORIZATION IN THE BILL FOR DEVELOPMENT LOANS TO ALLIANCE FOR PROGRESS NATIONS.",https://voteview.com/rollcall/RS0890366,,,,
89,367,Senate,S3584,econ,N,,"TO AMEND S. 3584, THE FOREIGN ASSISTANCE ACT, BY RETAINING AT 2 AND 1/2 PERCENT THE EXISTING INTEREST RATE BEYOND THE GRACE PERIOD ON DEVELOPMENT LOANS.",https://voteview.com/rollcall/RS0890367,,,,
89,368,Senate,S3584,econ,Y,,"TO AMEND S. 3584, THE FOREIGN ASSISTANCE ACT, BY PROVIDING THAT FUNDS RECOVERED FROM A MISMANAGED PROJECT REVERT TO THE U.S. TREASURY RATHER THAN TO AID.",https://voteview.com/rollcall/RS0890368,,,,
89,369,Senate,S3584,econ,Y,,"TO AMEND S. 3584, THE FOREIGN ASSISTANCE ACT, BY BARRING AID TO ANY LATIN AMERICAN COUNTRY WITH AN ANNUAL DEFENSE EXPENDITURE IN EXCESS OF 3.5 PERCENT OF ITS GROSS NATIONAL PRODUCT.",https://voteview.com/rollcall/RS0890369,,,,
89,371,Senate,S3584,econ,N,,"TO AGREE TO POSTPONE INDEFINITELY MODIFIED BYRD AMENDMENT TO S. 3584, THE FOREIGN ASSISTANCE ACT.",https://voteview.com/rollcall/RS0890371,,,,
89,372,Senate,S3584,econ,Y,,"TO AGREE TO A MODIFIED AMENDMENT TO S. 3584, THE FOREIGN ASSISTANCE ACT, EXPRESSING THE SENSE OF CONGRESS AS DISAPPROVING THE ACTION OF ANY GOVERNMENT BACKING A WEST EUROPE INTERNATIONAL CONSORTIUM TO SUPPLY STEEL PLANTS TO COMMUNIST CHINA.",https://voteview.com/rollcall/RS0890372,,,,
89,373,Senate,S3584,econ,N,,"TO AGREE TO A MODIFIED AMENDMENT TO S. 3584, THE FOREIGN ASSISTANCE ACT, PROVIDING GUIDELINES FOR FUTURE FOREIGN AID PROGRAMS AND CREATING A TEMPORARY FOREIGN AID PLANNING COMMITTEE.",https://voteview.com/rollcall/RS0890373,,,,
89,374,Senate,S3584,econ,N,,"TO AGREE TO A MODIFIED AMENDMENT TO S. 3584, THE FOREIGN ASSISTANCE ACT OF 1966 (FOR FISCAL YEAR 1967).",https://voteview.com/rollcall/RS0890374,,,,
89,375,Senate,S3583,econ,Y,,"TO AMEND S. 3583, THE MILITARY ASSISTANCE AND SALES ACT OF 1966 (FOR FISCAL YEAR 1967), BY REDUCING FROM $892 TO $642 MILLION THE AUTHORIZATIONS IN THE BILL.",https://voteview.com/rollcall/RS0890375,,,,
89,376,Senate,S3583,econ,Y,,"TO AMEND S. 3583, THE MILITARY ASSISTANCE AND SALES ACT, BY REDUCING FROM $892 TO $792 MILLION THE AUTHORIZATIONS IN THE BILL.",https://voteview.com/rollcall/RS0890376,,,,
89,377,Senate,S3583,econ,N,,"TO PASS S. 3583, THE MILITARY ASSISTANCE AND SALES ACT OF 1966 (FOR FISCAL YEAR 1967).",https://voteview.com/rollcall/RS0890377,,,,
89,418,Senate,HR15941,mil,Y,,"TO AMEND H.R. 15941, THE DEFENSE APPROPRIATIONS, BY REDUCING FUNDS IN TITLE II (PROCUREMENT) AND IN TITLE III (RESEARCH AND DEVELOPMENT) BY 2.2% ($522.5 MILLION).",https://voteview.com/rollcall/RS0890418,,,,
89,420,Senate,HR15941,mil,Y,,"TO AMEND H.R. 15941, THE DEFENSE APPROPRIATIONS, BY STRIKING $153.5 MILLION FOR ARMY PROCUREMENT OF THE NIKE X ANTIBALLISTIC MISSILE SYSTEM.",https://voteview.com/rollcall/RS0890420,,,,
