congress,chamber,rollnumber,type_1,type_2,reverse_vote,bill_number,dtl_desc
98,House,650,mil,appropriations,Y,HR5167,"TO AMEND THE BROWN AMENDMENT TO H.R. 5167.  THE BROWN AMENDMENT PROHIBITS THE USE OF FUNDS AUTHORIZED IN THE BILL FOR THE TESTING OF THE SPACE DEFENSE SYSTEM (ANTISATELLITE WEAPON) AGAINST AN OBJECT IN SPACE UNLESS AND UNTIL THE PRESIDENT CERTIFIES TO CONGRESS THAT THE SOVIET UNION HAS CONDUCTED, AFTER THE DATE OF ENACTMENT OF THIS ACT, A TEST OF A DEDICATED ANTISATELLITE WEAPON. THE GORE AMENDMENT LIMITED TESTING UNTIL THE PRESIDENT CERTIFIED THAT NEITHER THE SOVIET UNION NOR ANY OTHER FOREIGN POWER HAD CONDUCTED A TEST OF A DEDICATED ANTI-SATELLITE WEAPON.  (MOTION PASSED)"
98,House,651,mil,appropriations,N,HR5167,"TO AMEND THE BROWN AMENDMENT TO H.R. 5167.  THE BROWN AMENDMENT PROHIBITS THE USE OF FUNDS AUTHORIZED IN THE BILL FOR THE TESTING OF THE SPACE DEFENSE SYSTEM (ANTI-SATELLITE WEAPON) AGAINST AN OBJECT IN SPACE UNLESS AND UNTIL THE PRESIDENT CERTIFIES TO CONGRESS THAT THE SOVIET UNION HAS CONDUCTED, AFTER THE DATE OF ENACTMENT OF THIS ACT, A TEST OF A DEDICATED ANTI-SATELLITE WEAPON. THE STRATTON AMENDMENT LIMITS TESTING OF ANTI-SATELLITE WEAPONS IF SUCH TEST EXCEEDED THE NUMBER OF TESTS CONDUCTED BY THE SOVIET UNION. (MOTION FAILED)"
98,House,652,mil,appropriations,N,HR5167,"TO AMEND THE MCCURDY SUBSTITUTE TO THE BROWN SUBSTITUTE AMENDMENT TO H.R. 5167.  THE BROWN AMENDMENT PROHIBITS THE USE OF FUNDS AUTHORIZED IN THE BILL FOR TESTING OF THE SPACE DEFENSE SYSTEM (ANTI-SATELLITE WEAPON) AGAINST AN OBJECT IN SPACE UNLESS AND UNTIL THE PRESIDENT CERTIFIES TO CONGRESS THAT THE SOVIET UNION HAS CONDUCTED, AFTER THE DATE OF ENACTMENT OF THIS ACT, A TEST OF A DEDICATED ANTI-SATELLITE WEAPON.  THE MCCURDY SUBSTITUTE PROVIDES FOR A LIMITATION ON FUNDS FOR ANTI-SATELLITE WEAPONS FOR A PERIOD BEGINNING OCT. 1, 1984, AND ENDING MAR. 31, 1985, AND CONTINUES THE LIMITATION UNTIL THE PRESIDENT CERTIFIES TO CONGRESS THAT THE UNITED STATES WAS ATTEMPTING TO GET THE SOVIET UNION TO JOIN THE UNITED STATES IN THE CONTROL, LIMITATION, AND REDUCTION OF SUCH WEAPONS.  THE BYRON AMENDMENT LIMITS TESTING OF ANTI-SATELLITE WEAPONS IF SUCH TEST WOULD CAUSE THE NUMBER OF SUCH TESTS TO EXCEED THE NUMBER OF OPERATIONAL AND DEVELOPMENTAL TESTS CONDUCTED BEFORE THE DATE OF THE ENACTMENT OF THIS ACT BY THE SOVIET UNION.  (MOTION FAILED)"
98,House,653,mil,appropriations,N,HR5167,"TO AMEND THE BROWN AMENDMENT TO H.R. 5167 WITH AN AMENDMENT IN THE NATURE OF A SUBSTITUTE.  THE BROWN AMENDMENT PROHIBITS THE USE OF FUNDS AUTHORIZED IN THE BILL FOR TESTING OF THE SPACE DEFENSE SYSTEM (ANTI-SATELLITE WEAPON) AGAINST AN OBJECT IN SPACE UNLESS AND UNTIL THE PRESIDENT CERTIFIES TO CONGRESS THAT THE SOVIET UNION HAS CONDUCTED, AFTER THE DATE OF ENACTMENT OF THIS ACT, A TEST OF A DEDICATED ANTI-SATELLITE WEAPON.  THE MCCURDY SUBSTITUTE PROVIDES FOR A LIMITATION ON FUNDS FOR ANTI-SATELLITE WEAPONS FOR A PERIOD BEGINING OCT. 1, 1984, AND ENDING MAR. 31, 1985, AND CONTINUES THE LIMITATION UNTIL THE PRESIDENT CERTIFIES TO CONGRESS THAT THE UNITED STATES WAS ATTEMPTING TO GET THE SOVIET UNION TO JOIN THE UNITED STATES IN THE CONTROL, LIMITATION, AND REDUCTION OF SUCH WEAPONS. (MOTION FAILED)"
98,House,654,gov,national,Y,HR5167,TO AMEND H.R. 5167 TO PROVIDE FOR A LIMITATION ON THE INTRODUCTION OF ARMED FORCES INTO EL SALVADOR AND NICARAGUA FOR COMBAT.  (MOTION PASSED)
98,House,659,econ,security-military,N,HJR492,"TO RECEDE FROM DISAGREEMENT AND CONCUR IN A SENATE AMENDMENT TO H. J. RES. 492, A MEASURE MAKING AN URGENT SUPPLEMENTAL APPROPRIATION FOR THE FISCAL YEAR ENDING SEPT. 30, 1984 FOR THE DEPARTMENT OF AGRICULTURE. THE SENATE AMENDMENT PROVIDES $61.75 MILLION IN EMERGENCY SECURITY ASSISTANCE TO THE NEWLY ELECTED GOVERNMENT OF EL SALVADOR.  (MOTION PASSED)"
98,House,660,econ,security-military,Y,HJR492,"TO RECEDE FROM DISAGREEMENT TO A SENATE AMENDMENT TO H. J. RES. 492 AND CONCUR IN AN AMENDMENT THEREIN. H. J. RES. 492 MAKES AN URGENT SUPPLEMENTAL APPROPRIATION FOR THE FISCAL YEAR ENDING SEPT. 30, 1984 FOR THE DEPARTMENT OF AGRICULTURE. THE SENATE AMENDMENT PROVIDES FOR $21 MILLION IN FUNDS FOR ""WINDING DOWN"" COVERT OPERATIONS IN NICARAGUA. THE BOLAND AMENDMENT THEREIN PROVIDES THAT NO FUNDS APPROPRIATED HEREIN FOR THE CENTRAL INTELLIGENCE AGENCY IN FISCAL YEAR 1984 FOR THE PURPOSE OR WHICH WOULD HAVE THE EFFECT OF SUPPORTING, DIRECTLY OR INDIRECTLY, MILITARY OR PARAMILITARY OPERATIONS IN NICARAGUA BY ANY NATION, GROUP, ORGANIZATION, MOVEMENT, OR INDIVIDUAL.  (MOTION PASSED)"
98,House,661,gov,national,N,HR5167,"TO AMEND H.R. 5167 TO PROVIDE A LIMITATION ON THE INTRODUCTION OF ARMED FORCES INTO OR OVER NICARAGUA OR EL SALVADOR FOR COMBAT, UNLESS THE PRESIDENT DETERMINES THERE EXISTS A SOVIET, SOVIET-BLOC, CUBAN, OR OTHER COMMUNIST THREAT TO THE REGION OR TO THE PEOPLE OR TERRITORY OF THE UNITED STATES.  (MOTION FAILED)"
98,House,672,gov,national,Y,HR5712,"TO AMEND H.R. 5712, A BILL APPROPRIATING $11.89 BILLION FOR THE DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE, THE JUDICIARY, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPT. 30, 1985.  THE OTTINGER AMENDMENT STRIKES THE $31.3 MILLION APPROPRIATION FOR THE NATIONAL ENDOWMENT FOR DEMOCRACY.  (MOTION PASSED)"
98,House,675,mil,appropriations,N,HR5167,"TO AMEND THE DICKINSON AMENDMENT TO H.R. 5167 WITH A PERFECTING AMENDMENT. THE DICKINSON AMENDMENT PROVIDES FOR THE RELEASE OF FUNDS AFTER APR. 1, 1985 FOR THE PRODUCTION OF 15 MX MISSILES, PROVIDING THE PRESIDENT HAS CERTIFIED TO CONGRESS THAT THE SOVIETS WERE NOT NEGOTIATING IN GOOD FAITH ON ARMS CONTROL AND DISARMAMENT. THE PRICE AMENDMENT REQUIRES THE AUTHORIZATIONS CONTAINED IN THE BILL TO BE CARRIED OUT IN ACCORDANCE WITH THE PROVISIONS ALREADY ADOPTED APPROVING 15 MISSILES TO BE PROCURED IF THE SOVIETS FAIL TO ACT IN A MANNER TO CONTROL SIMILAR MISSILE SYSTEMS TO THE MX.  (MOTION PASSED)"
98,House,676,mil,appropriations,Y,HR5167,"TO AMEND THE DICKINSON AMENDMENT TO H.R. 5167. THE DICKINSON AMENDMENT PROVIDES FOR THE RELEASE OF FUNDS AFTER APR. 1, 1985 FOR THE PRODUCTION OF 15 MX MISSILES, PROVIDING THE PRESIDENT HAS CERTIFIED TO CONGRESS THAT THE SOVIETS WERE NOT NEGOTIATING IN GOOD FAITH ON ARMS CONTROL AND DISARMAMENT. THE BENNETT AMENDMENT PROHIBITS OBLIGATION OF FUNDS FOR ACQUISITION OF MX MISSILES UNLESS THE CONGRESS APPROVES THE OBLIGATION OF SUCH FUNDS BY JOINT RESOLUTION AFTER APR. 1, 1985.  (MOTION PASSED)"
98,House,677,mil,appropriations,Y,HR5167,"TO AGREE TO THE DICKINSON AMENDMENT TO H.R. 5167, AS AMENDED BY THE PRICE AND BENNETT AMENDMENT.  THE DICKINSON AMENDMENT PROVIDES FOR THE RELEASE OF FUNDS AFTER APR. 1, 1985 FOR THE PRODUCTION OF 15 MX MISSILES, PROVIDING THE PRESIDENT HAS CERTIFIED TO CONGRESS THAT THE SOVIETS WERE NOT NEGOTIATING IN GOOD FAITH ON ARMS CONTROL AND DISARMAMENT. THE PRICE AMENDMENT REQUIRES THE AUTHORIZATIONS CONTAINED IN THE BILL TO BE CARRIED OUT IN ACCORDANCE WITH THE PROVISIONS ALREADY ADOPTED APPROVING 15 MISSILES TO BE PROCURED IF THE SOVIETS FAIL TO ACT IN A MANNER TO CONTROL SIMILAR MISSILE SYSTEMS TO THE MX.  THE BENNETT AMENDMENT PROHIBITS OBLIGATION OF FUNDS FOR ACQUISITION OF MX MISSILES UNLESS THE CONGRESS APPROVES THE OBLIGATION OF SUCH FUNDS BY JOINT RESOLUTION AFTER APR. 1, 1985. (MOTION PASSED)"
98,House,681,mil,appropriations,Y,HR5167,"TO AGREE TO THE DICKINSON AMENDMENT, AS AMENDED BY THE PRICE AND BENNETT AMENDMENTS, TO H.R. 5167.  THE DICKINSON AMENDMENT PROVIDES FOR THE RELEASE OF FUNDS AFTER APR. 1, 1985 FOR THE PRODUCTION OF 15 MX MISSILES, PROVIDING THE PRESIDENT HAS CERTIFIED TO CONGRESS THAT THE SOVIETS WERE NOT NEGOTIATING IN GOOD FAITH ON ARMS CONTROL AND DISARMAMENT.  THE PRICE AMENDMENT REQUIRES THE AUTHORIZATIONS CONTAINED IN THE BILL TO BE CARRIED OUT IN ACCORDANCE WITH THE PROVISIONS ALREADY ADOPTED APPROVING 15 MISSILES TO BE PROCURED IF THE SOVIETS FAIL TO ACT IN A MANNER TO CONTROL SIMILAR MISSILE SYSTEMS TO THE MX.  THE BENNETT AMENDMENT PROHIBITS OBLIGATION OF FUNDS FOR ACQUISITION OF MX MISSILES UNLESS THE CONGRESS APPROVES THE OBLIGATION OF SUCH FUNDS BY JOINT RESOLUTION AFTER APR. 1, 1985. (MOTION PASSED; THIS MOTION WAS AGREED TO EARLIER IN THE COMMITTEE OF THE WHOLE:  SEE VOTE 199)."
98,House,682,mil,appropriations,N,HR5167,TO PASS H.R. 5167.  (MOTION PASSED)
98,House,733,mil,construction,N,HR5604,"TO PASS H.R. 5604, A BILL AUTHORIZING CERTAIN CONSTRUCTION AT MILITARY INSTALLATIONS FOR FISCAL YEAR 1985.  (MOTION PASSED)"
98,House,751,mil,construction,N,HRES532,"TO AGREE TO H. RES. 532, A RULE WAIVING CERTAIN POINTS OF ORDER AGAINST H.R. 5898, A BILL APPROPRIATING $8.2 BILLION FOR MILITARY CONSTRUCTION FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPT. 30, 1985.  (MOTION PASSED)"
98,House,752,mil,construction,Y,HR5898,"TO AMEND H.R. 5898, A BILL APPROPRIATING $8.2 BILLION FOR MILITARY CONSTRUCTION FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPT. 30, 1985. THE MCNULTY AMENDMENT REDUCES EACH OF THE APPROPRIATIONS BY THREE-TENTH OF ONE PERCENT.  (MOTION PASSED)"
98,House,753,mil,construction,N,HR5898,"TO PASS H.R. 5898, A BILL APPROPRIATING $8.2 BILLION FOR MILITARY CONSTRUCTION FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPT. 30, 1985. (MOTION PASSED)"
98,House,804,gov,national,N,HR5399,"TO PASS H.R. 5399, A BILL AUTHORIZING APPROPRIATIONS FOR FISCAL YEAR 1985 FOR INTELLIGENCE AND INTELLIGENCE-RELATED ACTIVITIES OF THE UNITED STATES GOVERNEMENT, THE INTELLIGENCE COMMUNITY STAFF, AND THE CENTRAL INTELLIGENCE AGENCY RETIREMENT AND DISABILITY SYSTEM.  (MOTION PASSED)"
98,House,813,gov,national,N,HR5712,TO RECEDE FROM ITS DISAGREEMENT TO A SENATE AMENDMENT TO H.R. 5712 AND CONCUR THEREIN WITH AN AMENDMENT TO PROVIDE $18.5 MILLION FOR GRANTS TO THE NATIONAL ENDOWMENT FOR DEMOCRACY ACT.  (MOTION PASSED)
98,House,827,econ,security-military,N,HR6040,"TO RECEDE FROM ITS DISAGREEMENT AND CONCUR IN A SENATE AMENDMENT H.R. 6040. H.R. 6040 MAKES SUPPLEMENTAL APPROPRIATIONS FOR THE FISCAL YEAR ENDING SEPT. 30, 1984.  THE SENATE AMENDMENT PROVIDES MILITARY ASSISTANCE TO EL SALVADOR.  (MOTION PASSED)"
98,House,865,econ,nonmilitary,Y,HJR648,"TO AMEND H. J. RES. 648 TO REDUCE APPROPRIATIONS FOR FOREIGN ASSISTANCE PROGRAMS BY 2 PERCENT, EXCEPT FOR FUNDS FOR EGYPT AND ISRAEL.  (MOTION PASSED)"
98,House,903,gov,national,N,HRE615,"TO AGREE TO H. RES. 615, THE RULE UNDER WHICH H.R. 4230 IS TO BE CONSIDERED. H.R. 4230 EXTENDS THE AUTHORITIES UNDER"
98,House,904,gov,national,N,HR4230,"EXTENDING THE AUTHORITIES UNDER THE EXPORT ADMINISTRATION ACT OF 1979.  THE SENATE AMENDMENT INCREASES CONTRACT SANCTITY OF U.S. SUPPLIERS, INVOLVES CONGRESS IN APPROVING TREATIES INVOLVING THE EXPORT OF NUCLEAR TECHNOLOGY AND HIGH TECHNOLOGY PRODUCTS IN GENERAL, AND PROVIDES FOR THE ENFORCEMENT OF THE SULLIVAN PRINCIPLES WITH RESPECT TO SOUTH AFRICA.  THE HOUSE AMENDMENT RESTORES THE BAN ON BANK LOANS BY COMMERCIAL BANKS TO SOUTH AFRICA.  (MOTION PASSED)"
98,Senate,31,gov,national,Y,NA,TO AMEND H.R. 1900 TO PROVIDE THAT THE COST-OF-LIVING ADJUSTMENT STABILIZER SHALL APPLY TO ADJUSTMENTS MADE IN 1982 AND THEREAFTER.  (MOTION FAILED) SEE NOTE(S) 2
98,Senate,63,gov,national,N,NA,"TO TABLE THE SPECTER AMENDMENT TO S.144, PROVIDING FOR FURTHER RELIEF IN THE EVENT OF UNFAIR FOREIGN COMPETITION. (MOTION PASSED) SEE NOTE(S) 3"
98,Senate,79,gov,supranational,N,NA,TO AMEND S.CON.RES.27 BY EXPRESSING THE SENSE OF THE CONGRESS THAT THE NATIONS OF THE WORLD OUGHT TO COOPERATE ON MACROECONOMIC EXPANSION. (MOTION PASSED) SEE NOTE(S) 4
98,Senate,80,mil,appropriations,N,NA,TO AMEND S. CON. RES. 27 TO PROVIDE ADDITIONAL FUNDING FOR NATIONAL DEFENSE. (MOTION FAILED) SEE NOTE(S) 4
98,Senate,81,mil,appropriations,N,NA,TO TABLE THE PRYOR AMENDMENT TO S. CON. RES. 27.  THE PRYOR AMENDMENT CUTS FUNDS FOR NUCLEAR WARHEAD PRODUCTION. (MOTION PASSED) SEE NOTE(S) 4
98,Senate,82,econ,security-military,N,NA,TO TABLE THE PRYOR AMENDMENT TO S. CON. RES. 27.  THE PRYOR AMENDMENT REDUCES FUNDS FOR SECURITY ASSISTANCE PROGRAMS. (MOTION PASSED) SEE NOTE(S) 4
98,Senate,84,econ,unspecified,N,NA,TO TABLE THE MELCHER AMENDMENT TO S. CON. RES. 27.  THE MELCHER AMENDMENT REDUCES BUDGET AUTHORITY AND OUTLAYS FOR INTERNATIONAL AFFAIRS.  (MOTION PASSED) SEE NOTE(S) 4
98,Senate,111,gov,supranational,N,NA,"TO AMEND S. CON. RES. 27 TO EXPRESS THE SENSE OF THE CONGRESS THAT THE FEDERAL BORROWING LEVELS ASSUMED IN THE (CONTINUED) RESOLUTION SHOULD NOT BE USED, EITHER DIRECTLY OR INDIRECTLY, THROUGH THE INTERNATIONAL MONETARY FUND, TO PROVIDE LOANS TO FOREIGN GOVERNMENTS WHICH SUBSIDIZE EXPORTS IN UNFAIR COMPETITION WITH PRODUCTS PRODUCED IN THE UNITED STATES.  (MOTION FAILED) SEE NOTE(S) 4"
98,Senate,113,mil,appropriations,N,NA,"TO TABLE THE DIXON MOTION TO POSTPONE FURTHER CONSIDERATION OF S. CON. RES. 26, A MEASURE APPROVING THE OBLIGATION AND EXPENDITURE OF FUNDS FOR MX MISSILE PROCUREMENT AND FULL-SCALE ENGINEERING DEVELOPMENT OF A BASING MODE. (MOTION PASSED)"
98,Senate,114,mil,appropriations,N,NA,"TO AGREE TO S. CON. RES. 26, A MEASURE APPROVING THE OBLIGATION AND EXPENDITURE OF FUNDS FOR MX MISSILE PROCUREMENT AND FULL-SCALE ENGINEERING DEVELOPMENT OF A (CONTINUED) BASING MODE.  (MOTION PASSED)"
98,Senate,116,gov,supranational,N,NA,"TO AGREE TO S. RES. 146, A MEASURE WAIVING SECTION 402(A) OF THE CONGRESSIONAL BUDGET ACT OF 1974 WITH RESPECT TO THE CONSIDERATION OF S. 695. S. 695 AMENDS THE BRETTON WOODS AGREEMENTS ACT TO AUTHORIZE CONSENT TO AND AUTHORIZE FUNDS FOR AN INCREASE IN THE UNITED STATES QUOTA IN THE INTERNATIONAL MONETARY FUND, AND TO AUTHORIZE FUNDS FOR INCREASED UNITED STATES PARTICIPATION IN THE IMF'S GENERAL ARRANGEMENTS TO BORROW. (MOTION PASSED)"
98,Senate,117,gov,supranational,N,NA,TO PROCEED TO THE CONSIDERATION OF S. 695.  (MOTION PASSED) SEE NOTE(S) 6
98,Senate,118,gov,supranational,N,NA,"TO TABLE THE HUMPHREY AMENDMENT TO S. 695.  THE HUMPHREY AMENDMENT MAKES THE UNITED STATES' CONTRIBUTIONS TO THE IMF CONTINGENT ON LOWERING THE SALARIES OF IMF EMPLOYEES TO A SALARY SCALE AT LEVEL IV OF THE EXECUTIVE SCHEDULE, WHICH IS A LITTLE ABOVE THAT OF THE SENATE AND A LITTLE BELOW THAT OF THE HOUSE. (MOTION PASSED) SEE NOTE(S) 6"
98,Senate,120,gov,supranational,N,NA,"TO AMEND THE HELMS MODIFIED AMENDMENT TO S. 695 WITH AN AMENDMENT IN THE NATURE OF A SUBSTITUTE.  THE HELMS MODIFIED AMENDMENT CONDITIONS THE RECEIPT OF FINANCIAL ASSISTANCE FROM THE INTERNATIONAL MONETARY FUND ON THE ELIMINATION OF PREDATORY EXPORT SUBSIDY PRACTICES IN CONNECTION WITH INTERNATIONAL TRADE IN AGRICULTURAL PRODUCTS.  THE NEW HELMS (CONTINUED) AMENDMENT RETRACTS THE PROVISIONS TO SUSPEND UNITED STATES PARTICPATION IN THE FUND IF DESIRED POLICIES ARE NOT ADOPTED BY THE FUND PRIOR TO JANUARY 1, 1985.  (MOTION PASSED) SEE NOTE(S) 6"
98,Senate,121,gov,supranational,N,NA,TO TABLE THE HUMPHREY AMENDMENT TO S. 695.  THE HUMPHREY AMENDMENT DISCOURAGES U.S. SUPPORT FOR IMF LOANS TO CERTAIN COUNTRIES WHO FAIL TO HOLD INTERNATIONALLY SUPERVISED FREE ELECTIONS OR WHO RESTRICT FREE EMIGRATION. (MOTION PASSED) SEE NOTE(S) 6
98,Senate,125,gov,supranational,Y,NA,(CONTINUED) TO AMEND S. 695 TO MAKE THE INCREASE IN THE UNITED STATES QUOTA IN THE FUND AND THE INCREASED PARTICIPATION OF THE UNITED STATES IN THE GENERAL ARRANGEMENTS TO BORROW EFFECTIVE ONLY THROUGH FISCAL 1984.  (MOTION FAILED) SEE NOTE(S) 6
98,Senate,126,gov,supranational,N,NA,TO PASS S. 695.  (MOTION PASSED) SEE NOTE(S) 6
98,Senate,131,mil,appropriations,N,NA,TO AMEND H.R. 3069 TO PROVIDE $185 BILLION IN MULTI-YEAR CONTRACTING AUTHORITY FOR THE B-1B BOMBER.  (MOTION PASSED) SEE NOTE(S) 7
98,Senate,132,econ,unspecified,Y,NA,TO AMEND H.R. 3069 TO DELETE $376 MILLION FROM THE FOREIGN ASSISTANCE SECTION OF THE ACT.  (MOTION FAILED)
98,Senate,159,gov,treaty,N,NA,TO TO RATIFY FOUR TREATIES EN BLOC:  A TREATY OF FRIENDSHIP WITH TUVALU; A TREATY OF FRIENDSHIP WITH THE REPUBLIC OF KIRIBATI; A TREATY WITH THE COOK ISLANDS ON FRIENDSHIP AND DELIMITATION OF THE MARITIME BOUNDARY; AND A TREATY WITH NEW ZEALAND ON THE DELIMITATION OF THE MARITIME BOUNDARY BETWEEN THE UNITED STATES AND TOKELAU.  (TREATIES RATIFIED;2/3 REQUIRED)
98,Senate,160,gov,treaty,N,NA,TO RATIFY TWO TREATIES: THE CONSTITUTION OF THE UNITED NATIO INDUSTRIAL DEVELOPMENT ORGANIZATION; AND AN INTERNATIONAL CONVENTION ON THE SIMPLIFICATION AND HARMONIZATION OF CUSTOMS PROCEDURES.  (TREATIES RATIFIED;2/3 REQUIRED)
98,Senate,174,econ,nonmilitary,N,NA,TO AMEND H.R. 3223 BY PROVIDING AN ADDITIONAL $100 MILLION IN AGRICULTURAL ASSISTANCE TO DEVELOPING COUNTRIES. (MOTION PASSED) SEE NOTE(S) 10
98,Senate,178,mil,appropriations,N,NA,"TO AMEND S. 675 TO PERMIT THE USE OF FUNDS FOR PROJECT 82-D-109, IF SUCH PROJECT IS CERTIFIED AS BEING ESSENTIAL TO NATIONAL SECURITY.  THIS PROJECT INVOLVES THE BUILDING OF PRODUCTION FACILITIES FOR A 155 MILLIMETER ARTILLERY FIRED ATOMIC PROJECTILE WEAPON. (MOTION PASSED) SEE NOTE(S) 11"
98,Senate,181,mil,appropriations,N,NA,"TO TABLE THE KENNEDY AMENDMENT TO S. 675 TO DELETE FUNDING FOR THE B-1B BOMBER AIRCRAFT, AND TO PROVIDE ADDITIONAL FUNDING FOR THE STEALTH BOMBER PROGRAM. (MOTION PASSED) SEE NOTE(S) 11"
98,Senate,184,mil,appropriations,N,NA,"TO TABLE THE NUNN AMENDMENT TO PROHIBIT THE USE OF FUNDS FOR PROJECT 82-D-109, A 155-MILIMETER ARTILLERY-FIRED ATOMIC PROJECTILE (AFAP) PRODUCTION FACILITIES, BUT AUTHORIZING $50,000,000 FOR PROCUREMENT, RESEARCH, AND DEVELOPMENT OF IMPROVED CONVENTIONAL MUNITIONS AND SUBMUNITIONS. (MOTION FAILED) SEE NOTE(S) 11"
98,Senate,186,mil,appropriations,N,NA,"TO TABLE THE NUNN AMENDMENT TO S. 675 TO MAKE ADJUSTMENTS IN THE B-1B PROCUREMENT PROGRAM TO COUNTERACT ERRATIC TRANSITIONS IN THE PRODUCTION OF THIS AIRCRAFT.  IN THE BILL MULTI-YEAR PRODUCTION PROGRAMS CALL FOR THE ACCELERATION OF THE PRODUCTION RATE TO 4 AIRCRAFT PER MONTH--THAT IS, 48 PER YEAR--IN FISCAL YEAR 1986.  PRODUCTION OF THE B-1B BOMBER WOULD PEAK IN 1988, AND WOULD BE TERMINATED IN THAT YEAR. THE NUNN REVISED APPROACH CALLS FOR 3 PER MONTH, ALLOWING PRODUCTION TO PEAK AT 36 PER YEAR IN 1986 AND TERMINATE IN 2 YEARS.  (MOTION PASSED)"
98,Senate,190,mil,appropriations,N,NA,TO TABLE THE LEVIN AMENDMENT TO S. 675.  THE LEVIN AMENDMENT ADDS $2.7 BILLION TO RESTORE 47 CUTS IN COMBAT READINESS WITH RESPECT TO POTENTIONAL CONVENTIAL CONFLICT.  (MOTION PASSED) SEE NOTE(S) 11
98,Senate,193,gov,national,N,NA,TO AMEND S. 675 BY RESTRICTING THE AVAILABILITY OF FUNDS TO COUNTRIES NOT TAKING ADEQUATE MEASURES TO CONTROL ILLEGAL DRUG TRAFFICKING.  (MOTION PASSED) SEE NOTE(S) 11
98,Senate,198,mil,appropriations,N,NA,"TO TABLE THE TOWER AMENDMENT.  THE TOWER AMENDMENT PROVIDES THAT NO FUNDS AUTHORIZED BY THE BILL SHALL BE OBLIGATED OR EXPENDED FOR THE RESEARCH, DEVELOPMENT, TEST, EVALUATION, PROCUREMENT, OR DEPLOYMENT OF THE MX MISSILE.  (MOTION PASSED) SEE NOTE(S) 11"
98,Senate,214,mil,appropriations,Y,NA,"TO AMEND S. 675 TO PROVIDE THAT NO FUNDS ARE AUTHORIZED UNDER THE ACT FOR THE PRODUCTION, PROCUREMENT, OR DEPLOYMENT OF THE MX MISSILE.  (MOTION FAILED SEE NOTE(S) 11"
98,Senate,215,mil,appropriations,Y,NA,TO AMEND S. 675 TO PROVIDE THAT NO FUNDS AUTHORIZED UNDER ACT SHALL BE OBLIGATED OR EXPENDED FOR THE DEPLOYMENT OF AN MX MISSILE. (MOTION FAILED) SEE NOTE(S) 11
98,Senate,216,gov,national,N,NA,"TO AMEND S. 675 TO EXPRESS THE SENSE OF THE SENATE THAT, (CONTINUED) FROM THE POINT OF VIEW OF ENHANCING STRATEGIC NUCLEAR STABILITY, THE SOVIET UNION AND THE UNITED STATES SHOULD SEEK TO MOVE TOWARD AN INTER-CONTINENTAL BALLISTIC MISSILE FORCE STRUCTURE IN WHICH MISSILES CONTAIN ONLY ONE WARHEAD. (MOTION PASSED) SEE NOTE(S) 11"
98,Senate,217,mil,appropriations,N,NA,TO PASS S. 675.  (MOTION PASSED) SEE NOTE(S) 11
98,Senate,225,gov,national,Y,NA,"TO RECOMMIT S. RES. 160 TO THE COMMITTEE ON FOREIGN RELATIONS.  S. RES. 160 WAIVES SECTION 402(A) OF THE CONGRESSIONAL BUDGET ACT OF 1974 WITH RESPECT TO CONSIDERATION OF S. 602, RADIO BROADCASTING TO CUBA. (MOTION FAILED)"
98,Senate,239,gov,national,N,NA,TO TABLE DIVISION 5 OF THE HELMS AMENDMENT TO H. J. RES. 353.  DIVISION 5 OF THE HELMS AMENDMENT STATES THAT IT IS THE SENSE OF THE CONGRESS THAT THE PRESIDENT SHOULD RE-EMPHASIZE THE INCONSISTENCY OF THE SOVIET MILITARY PRESENCE IN THE WESTERN HEMISPHERE WITH THE MONROE DOCTRINE. (MOTION PASSED) SEE NOTE(S) 13
98,Senate,258,gov,supranational,Y,NA,"TO TABLE THE HELMS AMENDMENT TO S. 869, A BILL AMENDING THE EXPORT-IMPORT BANK ACT OF 1945.  THE HELMS AMENDMENT RESTRICTS INTERNATIONAL MONETARY FUNDING TO ANY COUNTRY (CONTINUED) WHICH PRACTICES COMMUNIST DICTATORSHIP.  (MOTION PASSED)"
98,Senate,259,gov,national,N,NA,"TO TABLE THE BYRD AMENDMENT TO S. J. 159, A BILL AUTHORIZING THE FURTHER PARTICIPATION OF U.S. ARMED FORCES IN THE MULTINATIONAL PEACEKEEPING FORCE IN LEBANON.  THE BYRD AMENDMENT REQUIRES THE PRESIDENT TO SUBMIT TO THE CONGRESS THE REPORT REQUIRED UNDER SECTION 4(A)(1) OF THE WAR POWERS RESOLUTION AND TO SPECIFY THE ROLES AND MISSIONS OF THE U.S. ARMED FORCES IN LEBANON, AND TO EXTEND THE 60-DAY PERIOD FOR 60 DAYS FROM THE DATE OF ENACTMENT.  (MOTION PASSED)"
